"order" "species" "adult_body_mass_g" "adult_head_body_len_mm" "home_range_km2" "litter_size"
"Diprotodontia" "Dendrolagus stellarum" NA NA NA NA
"Diprotodontia" "Dendrolagus ursinus" 13249.99 623.07 NA 1.01
"Rodentia" "Dendromus insignis" NA NA NA NA
"Rodentia" "Dendromus kahuziensis" NA NA NA 3.49
"Rodentia" "Dendromus leucostomus" NA NA NA NA
"Rodentia" "Dendromus lovati" 12 NA NA NA
"Rodentia" "Dendromus melanotis" 9.1 NA NA 3.97
"Rodentia" "Dendromus mesomelas" 10.2 NA NA 3.94
"Rodentia" "Dendromus messorius" NA NA NA 2.95
"Rodentia" "Dendromus mystacalis" 8.17 NA NA 3.45
"Rodentia" "Dendromus nyasae" NA NA NA NA
"Rodentia" "Dendromus nyikae" 15 NA NA 4.62
"Rodentia" "Dendromus oreas" NA NA NA NA
"Rodentia" "Dendromus vernayi" NA NA NA NA
"Rodentia" "Dendroprionomys rousseloti" NA NA NA NA
"Rodentia" "Deomys ferrugineus" 57.6 NA NA 1.7
"Rodentia" "Dephomys defua" 43.05 NA NA 2.75
"Rodentia" "Dephomys eburneae" 52.5 NA NA NA
"Soricomorpha" "Desmana moschata" 427.64 203.1 0.004907674 3.63
"Rodentia" "Desmodilliscus braueri" 10 NA NA 2.6
"Rodentia" "Desmodillus auricularis" 54.81 NA NA 2.62
"Chiroptera" "Desmodus rotundus" 33.16 78 NA 1
"Rodentia" "Desmomys harringtoni" 89.99 NA NA NA
"Rodentia" "Desmomys yaldeni" NA NA NA NA
"Chiroptera" "Diaemus youngi" 36.71 NA NA NA
"Perissodactyla" "Dicerorhinus sumatrensis" 1046156.04 2769.99 11.87 1
"Perissodactyla" "Diceros bicornis" 995940.54 2849.99 11.48 1
"Chiroptera" "Diclidurus albus" 16.56 69.99 NA 1
"Chiroptera" "Diclidurus ingens" 12.3 NA NA NA
"Chiroptera" "Diclidurus isabellus" 12.61 NA NA NA
"Chiroptera" "Diclidurus scutatus" 13.62 NA NA NA
"Rodentia" "Dicrostonyx groenlandicus" 58.44 117.32 0.007305693 3.78
"Rodentia" "Dicrostonyx hudsonius" 57 NA NA 3.49
"Rodentia" "Dicrostonyx nelsoni" NA NA NA NA
"Rodentia" "Dicrostonyx nunatakensis" NA NA NA NA
"Rodentia" "Dicrostonyx richardsoni" NA NA NA NA
"Rodentia" "Dicrostonyx torquatus" 78.77 NA NA 3.85
"Rodentia" "Dicrostonyx unalascensis" NA NA NA 2.79
"Rodentia" "Dicrostonyx vinogradovi" NA NA NA NA
"Didelphimorphia" "Didelphis albiventris" 1030.47 360.69 0.004024018 6.9
"Didelphimorphia" "Didelphis aurita" 1105.88 NA NA 6.11
"Didelphimorphia" "Didelphis imperfecta" NA NA NA NA
"Didelphimorphia" "Didelphis marsupialis" 1134.75 402.7 0.17 7.09
"Didelphimorphia" "Didelphis pernigra" NA NA NA NA
"Didelphimorphia" "Didelphis virginiana" 2442.08 NA 0.58 8.62
"Rodentia" "Dinaromys bogdanovi" 56 NA NA 2.5
"Rodentia" "Dinomys branickii" 12500 750 NA 1.97
"Rodentia" "Diomys crumpi" NA NA NA NA
"Chiroptera" "Diphylla ecaudata" 28.11 78.99 NA 0.99
"Carnivora" "Diplogale hosei" NA 599.13 NA NA
"Soricomorpha" "Diplomesodon pulchellum" 11 NA NA 4.99
"Rodentia" "Diplomys caniceps" 394.49 NA NA NA
"Rodentia" "Diplomys labilis" 282.17 NA NA 1.18
"Rodentia" "Diplomys rufodorsalis" 144.8 NA NA NA
"Rodentia" "Diplothrix legata" NA NA NA NA
"Rodentia" "Dipodillus bottai" NA NA NA NA
"Rodentia" "Dipodillus campestris" 27.58 90.79 NA 4.34
"Rodentia" "Dipodillus dasyurus" 27.5 83.05 NA 3.88
"Rodentia" "Dipodillus harwoodi" NA NA NA NA
"Rodentia" "Dipodillus jamesi" NA NA NA NA
"Rodentia" "Dipodillus lowei" NA NA NA NA
"Rodentia" "Dipodillus mackilligini" NA NA NA NA
"Rodentia" "Dipodillus maghrebi" NA NA NA NA
"Macroscelidea" "Elephantulus fuscus" NA NA NA 1.39
"Macroscelidea" "Elephantulus intufi" 48.9 117.61 NA 1.55
"Macroscelidea" "Elephantulus myurus" 59.51 128.25 NA 1.84
"Macroscelidea" "Elephantulus revoili" 32.49 NA NA NA
"Macroscelidea" "Elephantulus rozeti" 43.07 NA NA 2.13
"Macroscelidea" "Elephantulus rufescens" 52.78 249.83 0.002648142 1.41
"Macroscelidea" "Elephantulus rupestris" 65.56 122.15 NA 1.84
"Proboscidea" "Elephas maximus" 3269794.34 1919.2 38.36 1.41
"Rodentia" "Eligmodontia moreni" 18 NA NA NA
"Rodentia" "Eligmodontia morgani" 16.5 NA NA NA
"Rodentia" "Eligmodontia puerulus" 28.49 NA NA NA
"Rodentia" "Eligmodontia typus" 17.37 NA NA 6.24
"Rodentia" "Eliomys melanurus" 100.36 137.5 NA 4.99
"Rodentia" "Eliomys munbyanus" NA NA NA NA
"Rodentia" "Eliomys quercinus" 114.61 138.74 NA 4.99
"Rodentia" "Eliurus antsingy" NA NA NA NA
"Rodentia" "Eliurus ellermani" 100 NA NA NA
"Rodentia" "Eliurus grandidieri" NA NA NA NA
"Rodentia" "Eliurus majori" 100 NA NA NA
"Rodentia" "Eliurus minor" 57.53 128.24 NA NA
"Rodentia" "Eliurus myoxinus" 69.76 127.5 NA NA
"Rodentia" "Eliurus penicillatus" 100 NA NA NA
"Rodentia" "Eliurus petteri" 75 NA NA NA
"Rodentia" "Eliurus tanala" 89.99 NA NA NA
"Rodentia" "Eliurus webbi" 61.13 NA NA NA
"Rodentia" "Ellobius alaicus" NA NA NA NA
"Rodentia" "Ellobius fuscocapillus" 80 NA NA 3.46
"Rodentia" "Ellobius lutescens" NA NA NA 4.66
"Rodentia" "Ellobius talpinus" 40 NA NA 3.67
"Rodentia" "Ellobius tancrei" NA NA NA NA
"Chiroptera" "Emballonura alecto" 5.25 NA NA NA
"Chiroptera" "Emballonura atrata" 4.55 57.5 NA NA
"Chiroptera" "Emballonura beccarii" 4.31 NA NA NA
"Chiroptera" "Emballonura dianae" NA NA NA NA
"Chiroptera" "Emballonura furax" NA NA NA NA
"Chiroptera" "Emballonura monticola" 5.35 NA NA 1
"Chiroptera" "Emballonura raffrayana" 5.61 NA NA NA
"Chiroptera" "Emballonura semicaudata" 6.29 47 NA NA
"Chiroptera" "Emballonura serii" NA NA NA NA
"Chiroptera" "Enchisthenes hartii" 16.99 NA NA 0.99
"Chiroptera" "Hesperoptenus doriae" NA NA NA NA
"Chiroptera" "Hesperoptenus gaskelli" NA NA NA NA
"Chiroptera" "Hesperoptenus tickelli" 16.3 NA NA 1
"Chiroptera" "Hesperoptenus tomesi" NA NA NA NA
"Rodentia" "Heterocephalus glaber" 39.36 129.61 0.004215132 11.3
"Hyracoidea" "Heterohyrax brucei" 2453.66 468.99 NA 1.89
"Rodentia" "Heteromys anomalus" 69.06 NA NA 2.83
"Rodentia" "Heteromys australis" 267.49 NA NA 2.75
"Rodentia" "Heteromys desmarestianus" 74 NA 0.001025001 3.06
"Rodentia" "Lagostomus maximus" 4660.94 523.73 0.01 1.93
"Diprotodontia" "Lagostrophus fasciatus" 1933.48 NA NA 0.9
"Primates" "Lagothrix cana" NA NA NA NA
"Primates" "Lagothrix lagotricha" 6263.69 536.39 2.82 1.01
"Primates" "Lagothrix lugens" NA NA NA NA
"Primates" "Lagothrix poeppigii" NA NA NA NA
"Rodentia" "Lagurus lagurus" 20.6 92.52 NA 4
"Artiodactyla" "Lama glama" 78322.67 1595.1 NA 1
"Rodentia" "Lamottemys okuensis" NA NA NA NA
"Artiodactyla" "Eudorcas rufina" 39999.99 NA NA NA
"Artiodactyla" "Eudorcas thomsonii" 22907.43 885 NA 1
"Primates" "Eulemur albifrons" NA NA NA NA
"Primates" "Eulemur albocollaris" 2397.37 NA NA NA
"Primates" "Eulemur cinereiceps" NA NA NA NA
"Primates" "Eulemur collaris" NA NA NA NA
"Primates" "Eulemur coronatus" 1699.85 352.27 0.05 1.53
"Primates" "Eulemur fulvus" 2376.99 469.62 0.05 1.1
"Primates" "Eulemur macaco" 2470.43 397.11 0.03 1.04
"Primates" "Eulemur mongoz" 1771.13 354.85 0.05 1.11
"Primates" "Eulemur rubriventer" 2015.4 404.72 0.13 1.01
"Primates" "Eulemur rufus" 2394.62 457.01 NA NA
"Primates" "Eulemur sanfordi" 2394.03 NA NA NA
"Carnivora" "Eumetopias jubatus" 382466.74 2692.71 NA 0.96
"Primates" "Galago thomasi" 117.35 NA NA NA
"Primates" "Galago zanzibaricus" 147.35 NA 0.01 1.29
"Rodentia" "Galea flavidens" 450 NA NA NA
"Rodentia" "Galea musteloides" 386.64 NA NA 2.6
"Rodentia" "Galea spixii" 360.61 NA 0.000535015 2.19
"Soricomorpha" "Galemys pyrenaicus" 60.17 125 0.001551623 3.54
"Rodentia" "Galenomys garleppi" 59.3 NA NA NA
"Dermoptera" "Galeopterus variegates" 1112.2 379.43 NA 1
"Carnivora" "Galerella flavescens" 750 NA NA NA
"Carnivora" "Galerella ochracea" NA NA NA NA
"Carnivora" "Galerella pulverulenta" 791.4 349.38 3.81 2.25
"Carnivora" "Galerella sanguinea" 543.83 329.01 0.66 2.5
"Carnivora" "Galictis cuja" 1000 423.29 NA NA
"Carnivora" "Galictis vittata" NA NA NA NA
"Carnivora" "Galidia elegans" 810 351.07 0.17 1
"Carnivora" "Galidictis fasciata" 549.99 318.31 NA 1
"Carnivora" "Galidictis grandidieri" 1400 359.99 NA 1
"Artiodactyla" "Gazella arabica" 24124.67 1000 NA 1.5
"Artiodactyla" "Gazella bennettii" 18916.67 NA NA NA
"Artiodactyla" "Gazella cuvieri" NA NA NA NA
"Artiodactyla" "Gazella dorcas" 15635.95 965.68 15.52 1.22
"Artiodactyla" "Gazella erlangeri" NA NA NA NA
"Artiodactyla" "Gazella gazella" 21306.83 1012.85 1.46 1.22
"Artiodactyla" "Gazella leptoceros" 24645.75 1032.67 NA 1
"Artiodactyla" "Gazella saudiya" 16000 NA NA NA
"Artiodactyla" "Gazella spekei" 20000 885 NA 1
"Artiodactyla" "Gazella subgutturosa" 26981.37 957.35 NA 1.39
"Carnivora" "Genetta abyssinica" 1405.48 422.85 NA NA
"Carnivora" "Genetta angolensis" 1859.64 472.01 NA NA
"Rodentia" "Gerbillus gerbillus" 26.99 NA NA 4.14
"Rodentia" "Gerbillus gleadowi" 26.01 NA NA 3
"Rodentia" "Gerbillus grobbeni" NA NA NA NA
"Rodentia" "Bandicota savilei" 260.63 NA NA NA
"Chiroptera" "Barbastella barbastellus" 8.31 NA NA 1.73
"Chiroptera" "Barbastella leucomelas" 15.05 NA NA NA
"Carnivora" "Bassaricyon alleni" NA NA NA NA
"Carnivora" "Bassaricyon beddardi" 1235.01 NA NA NA
"Carnivora" "Bassaricyon gabbii" 1250 411.27 NA 1
"Carnivora" "Bassaricyon lasius" 1200 NA NA NA
"Carnivora" "Bassaricyon pauli" 1200 NA NA NA
"Carnivora" "Bassariscus astutus" 1010.37 338.98 0.74 3
"Carnivora" "Bassariscus sumichrasti" 906 423.73 NA 2
"Rodentia" "Bathyergus janetta" 388.69 NA NA 3.49
"Rodentia" "Bathyergus suillus" 777.38 278.86 0.002096145 2.89
"Rodentia" "Batomys dentatus" NA 195 NA NA
"Rodentia" "Batomys granti" 169.53 204 0.001546275 NA
"Rodentia" "Batomys russatus" NA NA NA NA
"Rodentia" "Batomys salomonseni" 185.76 175 NA NA
"Chiroptera" "Bauerus dubiaquercus" 22.22 NA NA 1.71
"Carnivora" "Bdeogale crassicauda" 1722.13 444.53 NA 0.96
"Carnivora" "Bdeogale jacksoni" 2500 NA NA NA
"Carnivora" "Bdeogale nigripes" 2623.01 611.37 NA 1
"Rodentia" "Beamys hindei" 75.8 149.23 NA 3.49
"Rodentia" "Beamys major" NA NA NA 4
"Artiodactyla" "Beatragus hunteri" 79132.17 1600 NA 1
"Rodentia" "Belomys pearsonii" NA NA NA NA
"Cetacea" "Berardius arnuxii" 7000000.02 NA NA NA
"Cetacea" "Berardius bairdii" 11380000.04 NA NA 0.98
"Rodentia" "Berylmys berdmorei" NA NA NA NA
"Rodentia" "Berylmys bowersi" 358.68 253.06 NA 3.88
"Rodentia" "Berylmys mackenziei" NA NA NA NA
"Rodentia" "Berylmys manipulus" NA NA NA NA
"Diprotodontia" "Bettongia gaimardi" 1667.55 330.01 0.41 1
"Diprotodontia" "Bettongia lesueur" 1447.27 NA NA 1
"Diprotodontia" "Bettongia penicillata" 1184.35 NA NA 1
"Diprotodontia" "Bettongia tropica" 1256.58 NA NA 1
"Rodentia" "Bibimys chacoensis" 28 NA NA NA
"Rodentia" "Bibimys labiosus" NA NA NA NA
"Pilosa" "Bradypus torquatus" 4468.42 549.99 0.03 1
"Pilosa" "Bradypus tridactylus" 4375.8 546.36 NA 1
"Pilosa" "Bradypus variegatus" 4136.36 NA 0.01 1
"Rodentia" "Brotomys contractus" NA NA NA NA
"Rodentia" "Brotomys voratus" NA NA NA NA
"Rodentia" "Brucepattersonius albinasus" NA NA NA NA
"Rodentia" "Brucepattersonius griserufescens" NA NA NA NA
"Rodentia" "Brucepattersonius guarani" NA NA NA NA
"Rodentia" "Brucepattersonius igniventris" NA NA NA NA
"Rodentia" "Brucepattersonius iheringi" 43 NA NA NA
"Rodentia" "Brucepattersonius misionensis" NA NA NA NA
"Rodentia" "Brucepattersonius paradisus" NA NA NA NA
"Rodentia" "Brucepattersonius soricinus" NA NA NA NA
"Artiodactyla" "Bubalus bubalis" 929500.97 2649.52 3.63 1.5
"Artiodactyla" "Bubalus depressicornis" 256989.27 1728.58 NA 1
"Artiodactyla" "Bubalus mindorensis" 254389.74 2199.99 NA 1
"Artiodactyla" "Bubalus quarlesi" 181718.86 1577.97 NA 1
"Artiodactyla" "Budorcas taxicolor" 294515.33 1736 NA 1.22
"Rodentia" "Bullimus bagobus" 395.38 289.61 NA NA
"Rodentia" "Bullimus gamay" NA NA NA NA
"Rodentia" "Bullimus luzonicus" NA 239.99 NA NA
"Lagomorpha" "Bunolagus monticularis" 1750.01 430 0.14 1.22
"Rodentia" "Bunomys andrewsi" NA NA NA NA
"Rodentia" "Bunomys chrysocomus" 111.29 NA NA NA
"Rodentia" "Bunomys coelestis" NA NA NA NA
"Rodentia" "Bunomys fratrorum" 130.31 NA NA NA
"Rodentia" "Bunomys penitus" NA NA NA NA
"Rodentia" "Bunomys prolatus" NA NA NA NA
"Primates" "Bunopithecus hoolock" 6699 547.49 0.16 1.01
"Chiroptera" "Cheiromeles parvidens" NA NA NA NA
"Chiroptera" "Cheiromeles torquatus" 169.43 NA NA NA
"Rodentia" "Chelemys delfini" NA NA NA NA
"Rodentia" "Chelemys macronyx" 70.99 NA NA 4.37
"Rodentia" "Chelemys megalonyx" 50.8 NA NA NA
"Rodentia" "Chibchanomys orcesi" NA NA NA NA
"Rodentia" "Chibchanomys trichotis" 49.99 NA NA 0.97
"Rodentia" "Chilomys instans" 19 NA NA NA
"Chiroptera" "Chilonatalus micropus" NA NA NA NA
"Chiroptera" "Chilonatalus tumidifrons" 3.62 NA NA NA
"Soricomorpha" "Chimarrogale hantu" 54.99 103.5 NA NA
"Soricomorpha" "Chimarrogale himalayica" 33.5 107.52 NA NA
"Soricomorpha" "Chimarrogale phaeura" NA 100.49 NA NA
"Soricomorpha" "Chimarrogale platycephalus" 36.32 116.49 NA NA
"Soricomorpha" "Chimarrogale styani" NA 102 NA NA
"Soricomorpha" "Chimarrogale sumatrana" NA NA NA NA
"Rodentia" "Chinchilla chinchilla" 499.99 305 NA 2.5
"Rodentia" "Chinchilla lanigera" 480.28 305 NA 1.87
"Rodentia" "Chinchillula sahamae" 169.74 NA NA NA
"Rodentia" "Chionomys gud" NA NA NA 5.83
"Rodentia" "Chionomys nivalis" 42.01 NA NA 3.42
"Rodentia" "Chionomys roberti" NA NA NA 1.94
"Chiroptera" "Chiroderma doriae" 19.9 NA NA 1
"Chiroptera" "Chiroderma improvisum" 35.39 NA NA NA
"Chiroptera" "Chiroderma salvini" 26.3 NA NA 0.99
"Chiroptera" "Chiroderma trinitatum" 13.91 NA NA 0.98
"Chiroptera" "Chiroderma villosum" 23.81 63.99 NA 0.99
"Rodentia" "Chiromyscus chiropus" NA NA NA NA
"Chiroptera" "Chironax melanocephalus" 17.7 NA NA 0.98
"Didelphimorphia" "Chironectes minimus" 974.33 297.5 NA 3.24
"Rodentia" "Chiropodomys calamianensis" 28.9 93.99 NA NA
"Rodentia" "Chiropodomys gliroides" 23.68 NA NA 1.65
"Rodentia" "Chiropodomys karlkoopmani" NA NA NA NA
"Rodentia" "Chiropodomys major" 28.9 93.99 NA NA
"Rodentia" "Chiropodomys muroides" 28.9 93.99 NA NA
"Rodentia" "Chiropodomys pusillus" 28.9 93.99 NA NA
"Primates" "Chiropotes albinasus" 2793.21 440 1.98 1.01
"Primates" "Chiropotes chiropotes" NA NA NA NA
"Primates" "Chiropotes israelita" NA NA NA NA
"Primates" "Chiropotes satanas" 2967.27 416.26 1.48 1
"Primates" "Chiropotes utahickae" NA NA NA NA
"Rodentia" "Chiruromys forbesi" 105.15 144.23 NA 2.68
"Rodentia" "Chiruromys lamia" 47.2 112.63 NA 2.15
"Rodentia" "Chiruromys vates" 45.46 109.79 NA 1.07
"Cingulata" "Chlamyphorus truncatus" 83.53 134.99 NA NA
"Primates" "Chlorocebus aethiops" 3695.99 560 NA NA
"Primates" "Chlorocebus cynosuros" NA NA NA NA
"Primates" "Chlorocebus djamdjamensis" NA NA NA NA
"Primates" "Chlorocebus pygerythrus" NA NA NA NA
"Primates" "Chlorocebus sabaeus" NA NA NA NA
"Primates" "Chlorocebus tantalus" NA NA NA NA
"Afrosoricida" "Chlorotalpa duthieae" NA 100.34 NA 2
"Diprotodontia" "Burramys parvus" 44.27 114.5 NA 3.6
"Cingulata" "Cabassous centralis" 3669.69 415.89 NA 1
"Cingulata" "Cabassous chacoensis" 1490.01 NA NA NA
"Cingulata" "Cabassous tatouay" 5349.95 NA NA NA
"Cingulata" "Cabassous unicinctus" 3987.97 453.64 NA 1
"Primates" "Cacajao calvus" 3421.04 540.55 NA 1.01
"Primates" "Cacajao melanocephalus" 3121.58 400 NA NA
"Paucituberculata" "Caenolestes caniventer" 40 121.79 NA 2
"Paucituberculata" "Caenolestes condorensis" 47.81 127.76 NA NA
"Paucituberculata" "Caenolestes convelatus" 31.56 106.14 NA NA
"Paucituberculata" "Caenolestes fuliginosus" 28.64 113.02 NA 3.62
"Afrosoricida" "Calcochloris leucorhinus" NA NA NA NA
"Afrosoricida" "Calcochloris obtusirostris" 24.05 100.84 NA 2
"Afrosoricida" "Calcochloris tytonis" NA NA NA NA
"Primates" "Callicebus baptista" NA NA NA NA
"Primates" "Callicebus barbarabrownae" NA NA NA NA
"Primates" "Callicebus bernhardi" NA NA NA NA
"Primates" "Callicebus brunneus" 850.84 NA 0.04 1.02
"Primates" "Callicebus caligatus" 992.4 NA NA 1.02
"Primates" "Callicebus cinerascens" 992.4 NA NA 1.02
"Primates" "Callicebus coimbrai" NA NA NA NA
"Artiodactyla" "Capra nubiana" 47763.72 NA NA 1
"Artiodactyla" "Capra pyrenaica" 60898.77 1200 0.64 1.5
"Artiodactyla" "Capra sibirica" 130000 NA NA NA
"Artiodactyla" "Capra walie" 100144.02 NA NA 1
"Artiodactyla" "Capreolus capreolus" 22502.01 NA 0.52 1.79
"Artiodactyla" "Capreolus pygargus" 41371.03 1320 0.99 2
"Artiodactyla" "Capricornis crispus" 43030.64 NA 0.11 1
"Artiodactyla" "Capricornis milneedwardsii" NA NA NA NA
"Artiodactyla" "Capricornis rubidus" NA NA NA NA
"Artiodactyla" "Capricornis sumatraensis" 110942.22 1449.99 NA 1.22
"Artiodactyla" "Capricornis swinhoei" NA NA NA NA
"Artiodactyla" "Capricornis thar" NA NA NA NA
"Lagomorpha" "Caprolagus hispidus" 2496.99 460.23 0.004121254 3.46
"Rodentia" "Capromys gundlachianus" NA NA NA NA
"Rodentia" "Capromys pilorides" 5200 NA NA 2
"Carnivora" "Caracal caracal" 11964.38 739.28 293.94 2.3
"Rodentia" "Cardiocranius paradoxus" NA NA NA NA
"Chiroptera" "Cardioderma cor" 26.45 NA NA 1
"Chiroptera" "Carollia brevicauda" 14.85 NA NA 0.98
"Chiroptera" "Carollia castanea" 13.1 NA NA 0.99
"Chiroptera" "Carollia colombiana" NA NA NA NA
"Chiroptera" "Carollia perspicillata" 19.23 59.99 NA 1
"Chiroptera" "Carollia sowelli" NA NA NA NA
"Chiroptera" "Carollia subrufa" 15.84 NA NA 0.98
"Afrosoricida" "Carpitalpa arendsi" 52.34 123.77 NA NA
"Rodentia" "Carpomys melanurus" NA 200 NA NA
"Rodentia" "Carpomys phaeurus" NA 185 NA NA
"Rodentia" "Carterodon sulcidens" 113.8 NA NA NA
"Rodentia" "Caryomys eva" NA NA NA NA
"Rodentia" "Caryomys inez" NA NA NA 1.94
"Chiroptera" "Casinycteris argynnis" 28.28 NA NA 0.98
"Rodentia" "Castor canadensis" 18124.41 754.74 0.06 3.6
"Rodentia" "Castor fiber" 19000 NA NA 2.95
"Artiodactyla" "Catagonus wagneri" 35566.4 1025.93 7 2.47
"Carnivora" "Catopuma badia" 3429.52 548.4 NA NA
"Carnivora" "Catopuma temminckii" 7726.46 887.35 NA 1.5
"Rodentia" "Cavia aperea" 524.38 NA 0.000921587 2.14
"Rodentia" "Cavia fulgida" 282.5 NA NA 1.34
"Rodentia" "Cavia intermedia" NA NA NA NA
"Rodentia" "Cavia magna" 459.99 NA NA NA
"Rodentia" "Cavia porcellus" 727.99 NA NA 3.45
"Rodentia" "Cavia tschudii" 1000 NA NA 1.9
"Primates" "Cebus albifrons" 2509.68 384.28 0.53 1.01
"Primates" "Cebus apella" 2758.38 422.69 0.88 1.05
"Primates" "Cebus capucinus" 3005.99 377.82 0.35 1.01
"Primates" "Cebus kaapori" 3000 NA NA NA
"Primates" "Cebus libidinosus" NA NA NA NA
"Primates" "Cebus nigritus" NA 435 1.47 1
"Primates" "Cebus olivaceus" 2787.64 404.1 1.7 1.01
"Primates" "Cebus xanthosternos" NA NA NA NA
"Chiroptera" "Centronycteris centralis" NA NA NA NA
"Chiroptera" "Centronycteris maximiliani" 23 NA NA 0.98
"Chiroptera" "Centurio senex" 23.09 NA NA 0.99
"Artiodactyla" "Cephalophus adersi" 9249.95 690 NA 1
"Artiodactyla" "Cephalophus brookei" NA NA NA NA
"Artiodactyla" "Cephalophus callipygus" 19079.23 1014.28 0.32 NA
"Soricomorpha" "Crocidura horsfieldii" 5.47 63.88 NA 3.14
"Soricomorpha" "Crocidura hutanis" NA NA NA NA
"Soricomorpha" "Crocidura ichnusae" NA NA NA NA
"Soricomorpha" "Crocidura indochinensis" NA NA NA NA
"Soricomorpha" "Crocidura jacksoni" 7 NA NA 3.49
"Soricomorpha" "Crocidura jenkinsi" NA NA NA NA
"Soricomorpha" "Crocidura jouvenetae" 9.79 NA NA NA
"Soricomorpha" "Crocidura katinka" NA NA NA NA
"Soricomorpha" "Crocidura kivuana" NA NA NA 1.66
"Soricomorpha" "Crocidura lamottei" NA NA NA NA
"Soricomorpha" "Crocidura lanosa" NA NA NA 3.29
"Soricomorpha" "Crocidura lasiura" NA NA NA NA
"Soricomorpha" "Crocidura latona" NA NA NA NA
"Soricomorpha" "Crocidura lea" NA NA NA NA
"Soricomorpha" "Crocidura lepidura" NA NA NA NA
"Soricomorpha" "Crocidura leucodon" 10.88 NA NA 3.36
"Soricomorpha" "Crocidura levicula" NA NA NA NA
"Soricomorpha" "Crocidura littoralis" 18.61 NA NA 2.99
"Soricomorpha" "Crocidura longipes" 19.3 NA NA NA
"Soricomorpha" "Crocidura lucina" NA NA NA NA
"Soricomorpha" "Crocidura ludia" 5.15 NA NA NA
"Soricomorpha" "Crocidura luna" 13.83 NA NA 1.99
"Soricomorpha" "Crocidura lusitania" 2.48 30.99 NA NA
"Soricomorpha" "Crocidura macarthuri" NA NA NA NA
"Soricomorpha" "Crocidura macmillani" NA NA NA NA
"Soricomorpha" "Crocidura macowi" NA NA NA NA
"Soricomorpha" "Crocidura malayana" NA NA NA NA
"Soricomorpha" "Crocidura manengubae" NA NA NA NA
"Soricomorpha" "Crocidura maquassiensis" 5.99 NA NA NA
"Soricomorpha" "Crocidura mariquensis" 10.35 NA NA 3.94
"Soricomorpha" "Crocidura maurisca" 14 NA NA NA
"Soricomorpha" "Crocidura maxi" NA NA NA NA
"Soricomorpha" "Crocidura mindorus" NA NA NA NA
"Soricomorpha" "Crocidura miya" NA NA NA NA
"Soricomorpha" "Crocidura monax" 16 NA NA NA
"Soricomorpha" "Crocidura monticola" NA NA NA NA
"Soricomorpha" "Crocidura montis" 14.49 NA NA NA
"Soricomorpha" "Crocidura muricauda" NA NA NA NA
"Soricomorpha" "Crocidura musseri" NA NA NA NA
"Soricomorpha" "Crocidura mutesae" 23.91 NA NA NA
"Soricomorpha" "Crocidura nana" NA NA NA NA
"Soricomorpha" "Crocidura nanilla" 6.5 NA NA NA
"Soricomorpha" "Crocidura negligens" NA NA NA NA
"Soricomorpha" "Crocidura negrina" 11.33 NA NA NA
"Soricomorpha" "Crocidura nicobarica" NA 100 NA 3
"Soricomorpha" "Crocidura nigeriae" 23 NA NA NA
"Soricomorpha" "Crocidura nigricans" 20 NA NA 3.99
"Soricomorpha" "Crocidura nigripes" NA NA NA NA
"Soricomorpha" "Crocidura nigrofusca" 11.75 NA NA 2.49
"Soricomorpha" "Crocidura nimbae" NA NA NA NA
"Soricomorpha" "Crocidura niobe" 16 NA NA 2.99
"Soricomorpha" "Crocidura obscurior" NA NA NA NA
"Chiroptera" "Chalinolobus nigrogriseus" 8.79 NA NA NA
"Chiroptera" "Chalinolobus picatus" NA NA NA 2
"Chiroptera" "Chalinolobus tuberculatus" NA NA NA 0.98
"Primates" "Cheirogaleus adipicaudatus" NA NA NA NA
"Primates" "Cheirogaleus crossleyi" NA NA NA NA
"Primates" "Cheirogaleus major" 446.02 225 0.02 2.26
"Primates" "Cheirogaleus medius" 196.76 225 0.02 2.04
"Primates" "Cheirogaleus minusculus" NA NA NA NA
"Primates" "Cheirogaleus ravus" NA NA NA NA
"Primates" "Cheirogaleus sibreei" NA NA NA NA
"Afrosoricida" "Chlorotalpa sclateri" 38.3 100 NA 2
"Soricomorpha" "Chodsigoa caovansunga" NA NA NA NA
"Soricomorpha" "Chodsigoa hypsibia" NA NA NA NA
"Soricomorpha" "Chodsigoa lamula" NA NA NA NA
"Soricomorpha" "Chodsigoa parca" NA 70 NA NA
"Soricomorpha" "Chodsigoa parva" NA NA NA NA
"Soricomorpha" "Chodsigoa salenskii" 5.49 NA NA NA
"Soricomorpha" "Chodsigoa smithii" NA 84 NA NA
"Soricomorpha" "Chodsigoa sodalis" NA NA NA NA
"Chiroptera" "Choeroniscus godmani" 7.9 NA NA 0.98
"Chiroptera" "Choeroniscus minor" 8.63 NA NA 0.98
"Chiroptera" "Choeroniscus periosus" NA NA NA NA
"Chiroptera" "Choeronycteris mexicana" 17.26 66 NA 0.99
"Pilosa" "Choloepus didactylus" 6646.5 688.96 NA 1
"Pilosa" "Choloepus hoffmanni" 5893.5 NA NA 1
"Carnivora" "Chrotogale owstoni" 3267.71 570.29 NA NA
"Rodentia" "Chrotomys gonzalesi" 140.2 172.99 NA NA
"Rodentia" "Chrotomys mindorensis" 151.98 172.99 NA NA
"Rodentia" "Chrotomys silaceus" NA 195 NA NA
"Rodentia" "Chrotomys whiteheadi" 151.98 172.99 NA NA
"Chiroptera" "Chrotopterus auritus" 78.26 103 NA 0.99
